,0
0,72.30978470667833
1,97.36644295899728
2,148.3420674720856
3,86.92023768381765
4,61.26081615770841
5,58.798252683231
6,139.52268369794285
7,81.41290761901126
8,73.61833679229255
9,85.77941735281425
10,121.01682106199219
11,124.75158564993721
12,94.81694090430412
13,128.66712008131066
14,56.87306297153527
15,96.48346765040033
16,74.20375097089817
17,92.1177796003675
18,83.84311959225762
19,123.20392416708786
20,77.91427610618257
21,112.28290199985435
22,112.64827635736616
23,81.08411896821858
24,99.00999290100974
25,102.33835499024859
26,184.06204473840683
27,124.08698728603086
28,46.172883932941616
29,36.603926743998024
30,63.9455710604807
31,116.53346115537131
32,86.52907344872308
33,66.37250928420943
34,121.36395890973736
35,76.83450646714502
36,82.53001283057657
37,103.94977326347049
38,184.14908480616134
39,97.613399060435
40,93.3900559287269
41,36.734985638882186
42,68.86480288454979
43,53.70213369184351
44,145.61716423841096
45,120.87556899136491
46,62.36787343645006
47,96.83223311168945
48,33.29569906927242
49,89.45308433834
50,118.39475138040332
51,40.20004179747413
52,84.3616630950043
53,126.68827943419468
54,141.08741230135956
55,67.45330890736861
56,37.89873604731041
57,125.22125136920226
58,106.5468436692321
59,134.6773999638021
60,109.16846399041398
61,47.552561254617956
62,71.38189134042474
63,86.46480634084541
64,108.65864208789226
65,96.54369581857789
66,47.70213529909598
67,107.55888685704954
68,149.02224554785954
69,68.33260894849926
70,124.41180232456875
71,151.92805384487073
72,185.17240835310162
73,57.0422882962915
74,22.129311520142675
75,89.44410080334275
76,111.26653718590642
77,134.89757810382253
78,115.59482874557263
79,57.24620426866056
80,98.6361783930932
81,102.50722763674392
82,66.47693818980534
83,81.5175107974155
84,74.49506107842885
85,108.88432151022805
86,144.80030237383406
87,20.69711796493818
88,121.3857092369867
89,130.2019746683855
90,88.61321276125123
91,57.48180184696325
92,145.3253577074796
93,106.05956430451022
94,105.38510669715589
95,79.54721160290055
96,59.28564182387714
97,85.83871003808468
98,85.4877980385946
99,89.50997920478895
100,65.11624110749935
101,43.251504084732424
102,114.39247552253295
103,64.30662707923908
104,77.10764389304563
105,59.600618799789196
106,52.87324472990328
107,120.12939609917561
108,43.85989474960043
109,78.58584068621523
110,90.33759848645317
111,174.12472288248117
112,57.28553453816756
113,121.58022261740922
114,67.23252717135321
115,84.83467495097167
116,87.98870711858187
117,40.643452559643734
118,157.00127916875994
119,140.08831799848934
120,98.20006524216699
121,77.00027893282243
122,123.89589489590007
123,110.0092775216164
124,63.870667938357094
125,89.41236590638205
126,109.95440954767233
127,53.9187288527296
128,137.6737359836282
129,73.66321146760538
130,95.90867853206656
131,95.87138225679048
132,83.9029095314053
133,81.04171391219364
134,78.01985228861173
135,111.05113537099854
136,218.34209007001309
137,66.69023455200121
138,83.08473801315795
139,73.98313379042233
140,88.52688284639461
141,163.3185735100393
142,91.5174291653799
143,79.2484943515716
144,89.26959551330414
145,45.72302612051094
146,67.23610304237874
147,98.09060926937728
148,120.51064638845992
149,111.52356546008107
150,99.62402498351989
151,49.70735743536118
152,139.32297529512545
153,87.81845052055665
154,102.78261326160519
155,39.7217007527136
156,118.32131135909277
157,71.56493556827928
158,65.2207448103924
159,65.98198869149152
160,48.58716395433103
161,52.69680974153332
162,132.34476765384787
163,140.6611857221607
164,115.59840508974484
165,101.69859783281751
166,175.44678560714664
167,141.96285086270473
168,75.48058655524349
169,111.21872017383892
170,96.14051261511476
171,73.24028480555751
172,49.7040333949267
173,86.5632701531019
174,78.13787326353716
175,122.7027534038579
176,68.82991738114691
177,80.82670417423623
178,50.947644108960375
179,83.47812282967959
180,73.44409107783531
181,64.88000171160624
182,93.29080681935629
183,46.5377322208564
184,89.69696609459496
185,111.78587542441932
186,110.86232041240486
187,138.79556647979524
188,104.75518945794495
189,88.96638572599706
190,82.72291553002378
191,23.015617388189234
192,82.64447838355628
193,98.0659361220728
194,47.28463626284526
195,70.05621610641667
196,61.48432421205009
197,125.19569168818384
198,38.4084626410401
199,82.892352706997
200,57.42582981971759
201,81.40426564484669
202,124.78994257309722
203,67.5785160866654
204,91.66467093583522
205,146.4491268734006
206,86.40712437670679
207,169.72265323781656
208,192.62546724157977
209,95.51581344175335
210,50.733651636074384
211,65.28584156826106
212,164.6085953953851
213,55.87558593409687
214,92.64843796877722
215,31.095509903434063
216,118.34110316504568
217,79.03943932945394
218,116.74281108917619
219,109.16066052378565
220,41.45907273150291
221,49.51248000601813
222,87.52233068086097
223,106.5494459038806
224,80.72238109868957
225,120.4069948839349
226,89.66692824581035
227,109.85358467133916
228,64.20951620759817
229,168.75267909198055
230,147.95600738288329
231,165.50849288426213
232,101.6722613255152
233,90.1458679394883
234,82.04151365182167
235,130.23369299507442
236,92.0732168302219
237,103.4734183622071
238,88.84812651224145
239,84.27073255467431
240,81.5918898866154
241,53.993150359315855
242,58.54969075098551
243,107.92258222339382
244,66.76732352651602
245,23.812245700596065
246,135.10352143425223
247,80.63884053864992
248,152.81108118712072
249,69.97305573618894
250,88.93977638273593
251,64.65415482755444
252,90.63017871020828
253,78.44457484782446
254,168.52528874086303
255,66.12122231445855
256,87.53686248805981
257,211.16566401156763
258,96.34534684123179
259,87.44912648830473
260,156.2677335508415
261,93.14083384437077
262,106.95666764361548
263,63.60583900843844
264,70.79160337164811
265,41.76579689288117
266,76.25157105073201
267,142.7351476932161
268,132.54801032561062
269,92.09417426189457
270,126.22122656372828
271,87.04575395227741
272,137.28917128088582
273,83.22087560696629
274,84.15343955464434
275,108.00983903230328
276,163.0463141694332
277,59.21956349223037
278,73.35585070713749
279,103.0497266150278
280,73.80274682309042
281,122.83700839728978
282,117.74340695185805
283,150.80493003295163
284,74.66800537640674
285,39.4146441492439
286,58.86782610747236
287,112.25604968376864
288,86.93656057051774
289,62.95376828200998
290,63.537901573103554
291,36.87878887830152
292,100.38985775715578
293,81.89388652390215
294,146.0408171026565
295,61.813713708643945
296,176.47822709584864
297,47.34021872180705
298,142.53443468663085
299,132.21037320939618
300,105.28964064096161
301,120.21214765656109
302,88.61559936230931
303,138.68309566728695
304,72.54850588380319
305,171.66749470476216
306,93.69389517579108
307,66.09548081342146
308,46.82049431976281
309,41.39123594446738
310,134.46837383399856
311,78.08360277174265
312,95.28721287299808
313,64.23366839365681
314,48.71889004472236
315,116.91830918853316
316,80.99377488871247
317,73.27123445328468
318,74.28144983625907
319,33.80183993784
320,27.92046786619873
321,128.709393629379
322,79.77762904879103
323,59.38360100134353
324,100.18434934502234
325,104.31919419007576
326,41.54602376733967
327,116.50774543625703
328,113.07957752967776
329,82.3841473760946
330,97.42466859262616
331,88.02766533142503
332,80.9222850935437
333,32.750254535262656
334,210.8478387992397
335,118.19484627617501
336,53.221573172894836
337,56.53896786752347
338,51.98284144133295
339,61.26532751198398
340,52.0502161912068
341,83.80410142273514
342,67.09138245103057
343,110.28656659058711
344,23.027618235603057
345,113.67374008419253
346,79.08847839168624
347,70.16636114274914
348,49.24377551642779
349,117.0231193432837
350,114.40607026005007
351,96.84428127551398
352,216.44980258400315
353,72.72461500043737
354,95.27744134671552
